Age_Group	Interacts_with	Group
Biomedical_or_Dental_Material	Interacts_with	Vitamin
Biomedical_or_Dental_Material	Interacts_with	Immunologic_Factor
Biomedical_or_Dental_Material	Interacts_with	Enzyme
Biomedical_or_Dental_Material	Interacts_with	Receptor
Biomedical_or_Dental_Material	Interacts_with	Hazardous_or_Poisonous_Substance
Biomedical_or_Dental_Material	Interacts_with	Chemical
Biomedical_or_Dental_Material	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Biomedical_or_Dental_Material	Interacts_with	Receptor
Biomedical_or_Dental_Material	Interacts_with	Hazardous_or_Poisonous_Substance
Biomedical_or_Dental_Material	Interacts_with	Chemical
Biomedical_or_Dental_Material	Interacts_with	Hazardous_or_Poisonous_Substance
Biomedical_or_Dental_Material	Interacts_with	Chemical
Biomedical_or_Dental_Material	Interacts_with	Hormone
Biomedical_or_Dental_Material	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Biomedical_or_Dental_Material	Interacts_with	Vitamin
Biomedical_or_Dental_Material	Interacts_with	Immunologic_Factor
Biomedical_or_Dental_Material	Interacts_with	Enzyme
Biomedical_or_Dental_Material	Interacts_with	Receptor
Biomedical_or_Dental_Material	Interacts_with	Hazardous_or_Poisonous_Substance
Biomedical_or_Dental_Material	Interacts_with	Chemical
Biomedical_or_Dental_Material	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Biomedical_or_Dental_Material	Interacts_with	Hazardous_or_Poisonous_Substance
Biomedical_or_Dental_Material	Interacts_with	Chemical
Biomedical_or_Dental_Material	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Biomedical_or_Dental_Material	Interacts_with	Immunologic_Factor
Biomedical_or_Dental_Material	Interacts_with	Receptor
Bird	Interacts_with	Organism
Bird	Interacts_with	Archaeon
Bird	Interacts_with	Organism
Bird	Interacts_with	Human
Bird	Interacts_with	Reptile
Bird	Interacts_with	Mammal
Bird	Interacts_with	Archaeon
Bird	Interacts_with	Organism
Bird	Interacts_with	Archaeon
Bird	Interacts_with	Organism
Bird	Interacts_with	Human
Bird	Interacts_with	Archaeon
Bird	Interacts_with	Organism
Bird	Interacts_with	Human
Bird	Interacts_with	Mammal
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Biomedical_or_Dental_Material
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Biomedical_or_Dental_Material
Carbohydrate	Interacts_with	Antibiotic
Carbohydrate	Interacts_with	Pharmacologic_Substance
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Chemical_Viewed_Functionally
Carbohydrate	Interacts_with	Inorganic_Chemical
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Element_Ion_or_Isotope
Carbohydrate	Interacts_with	Biomedical_or_Dental_Material
Carbohydrate	Interacts_with	Antibiotic
Carbohydrate	Interacts_with	Pharmacologic_Substance
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Chemical_Viewed_Functionally
Carbohydrate	Interacts_with	Inorganic_Chemical
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Biomedical_or_Dental_Material
Carbohydrate	Interacts_with	Antibiotic
Carbohydrate	Interacts_with	Pharmacologic_Substance
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Chemical_Viewed_Functionally
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Biomedical_or_Dental_Material
Carbohydrate	Interacts_with	Antibiotic
Carbohydrate	Interacts_with	Pharmacologic_Substance
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Chemical_Viewed_Functionally
Carbohydrate	Interacts_with	Steroid
Carbohydrate	Interacts_with	Inorganic_Chemical
Carbohydrate	Interacts_with	Eicosanoid
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Element_Ion_or_Isotope
Carbohydrate	Interacts_with	Biomedical_or_Dental_Material
Carbohydrate	Interacts_with	Antibiotic
Carbohydrate	Interacts_with	Pharmacologic_Substance
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Biomedical_or_Dental_Material
Carbohydrate	Interacts_with	Antibiotic
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Hormone
Carbohydrate	Interacts_with	Chemical_Viewed_Functionally
Carbohydrate	Interacts_with	Inorganic_Chemical
Carbohydrate	Interacts_with	Eicosanoid
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Vitamin
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Enzyme
Carbohydrate	Interacts_with	Receptor
Carbohydrate	Interacts_with	Biologically_Active_Substance
Carbohydrate	Interacts_with	Element_Ion_or_Isotope
Carbohydrate	Interacts_with	Biomedical_or_Dental_Material
Carbohydrate	Interacts_with	Antibiotic
Carbohydrate	Interacts_with	Pharmacologic_Substance
Carbohydrate	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Carbohydrate	Interacts_with	Hazardous_or_Poisonous_Substance
Carbohydrate	Interacts_with	Chemical
Carbohydrate	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Carbohydrate	Interacts_with	Immunologic_Factor
Carbohydrate	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Hormone
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Vitamin
Chemical_Viewed_Functionally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Functionally	Interacts_with	Enzyme
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Functionally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Functionally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Hormone
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Vitamin
Chemical_Viewed_Functionally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Functionally	Interacts_with	Enzyme
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Hormone
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Vitamin
Chemical_Viewed_Functionally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Functionally	Interacts_with	Enzyme
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Functionally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Vitamin
Chemical_Viewed_Functionally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Vitamin
Chemical_Viewed_Functionally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Functionally	Interacts_with	Enzyme
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Hormone
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Vitamin
Chemical_Viewed_Functionally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Functionally	Interacts_with	Enzyme
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Hormone
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Vitamin
Chemical_Viewed_Functionally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Functionally	Interacts_with	Enzyme
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Functionally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Functionally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Functionally	Interacts_with	Antibiotic
Chemical_Viewed_Functionally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Functionally	Interacts_with	Chemical
Chemical_Viewed_Functionally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Functionally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Functionally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Steroid
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Carbohydrate
Chemical_Viewed_Structurally	Interacts_with	Eicosanoid
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Element_Ion_or_Isotope
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Lipid
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Steroid
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Eicosanoid
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Element_Ion_or_Isotope
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Lipid
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Element_Ion_or_Isotope
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Steroid
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Eicosanoid
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Element_Ion_or_Isotope
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
